cfg,class,video,tag,psnr_y,psnr_u,psnr_v,overall_psnr,ssim_y,ms_ssim_y,vmaf,vmaf_neg,psnr_hvs,ciede2k,apsnr_y,apsnr_u,apsnr_v,overall_apsnr
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,2.6215,-1.8152,-2.0374,1.9196,0.3619,2.597,-0.5248,-13.2195,1.5267,0.2338,2.6216,-1.8154,-2.0375,1.8769
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.4455,-2.5955,-2.4291,0.0447,0.263,0.8542,0.7226,-0.2601,0.1873,-1.7502,0.4454,-2.5941,-2.429,-0.0368
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-5.2768,-10.4775,-11.0526,-5.9923,-5.0861,-5.1811,-5.848,-6.2977,-5.272,-9.7189,-5.2768,-10.4771,-11.0561,-6.1307
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-7.7308,-12.6328,-14.6868,-8.5242,-6.4049,-7.3075,-7.0863,-7.8177,-7.5266,-13.0191,-7.7309,-12.6313,-14.6899,-8.6654
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-11.3589,-20.9787,-23.1788,-12.7824,-9.2569,-10.7409,-11.7054,-11.7226,-11.1555,-17.9399,-11.3589,-20.9776,-23.1802,-13.0242
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-12.9617,-25.1673,-34.4408,-15.2689,-10.4277,-12.0383,-14.0039,-13.8709,-13.0481,-20.7551,-12.9616,-25.1627,-34.44,-15.5968
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-14.5916,-25.9854,-36.4444,-16.8786,-12.1857,-13.7605,-15.5272,-15.5041,-14.6836,-22.6264,-14.5917,-25.9725,-36.4438,-17.2011
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-15.5879,-27.4649,-38.0019,-17.973,-12.8885,-14.6389,-16.7101,-16.6815,-15.6877,-23.7551,-15.5879,-27.4648,-38.0016,-18.3103
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-16.2473,-28.544,-38.7819,-18.6729,-13.3708,-15.1576,-17.1232,-17.1937,-16.3309,-24.4435,-16.2473,-28.5445,-38.7808,-19.0101
AI,A1,BoxingPractice_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-18.7789,-28.5516,-38.8599,-20.8195,-16.0832,-17.5412,-20.4822,-20.2759,-18.6473,-24.863,-18.7792,-28.5505,-38.86,-21.1276
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,2.4935,-4.1704,-6.2883,1.0744,-1.0674,3.6204,-6.2588,-4.9707,1.7173,-1.3711,2.4742,-4.1748,-6.2911,1.527
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.7559,-3.5681,-4.55,-0.0687,0.5579,1.1397,-0.8381,-0.7179,0.3473,-1.9699,0.7409,-3.5704,-4.5463,0.0694
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-8.062,-9.4122,-10.3748,-8.4074,-5.7356,-8.7735,-10.1613,-9.8001,-8.0566,-8.9327,-8.0928,-9.3934,-10.362,-8.3909
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-12.6178,-14.5523,-16.7982,-13.1884,-8.9105,-13.3633,-12.0442,-12.2498,-12.4669,-14.9919,-12.6422,-14.5427,-16.7838,-13.1509
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-13.7101,-17.5503,-19.7269,-14.5886,-9.5666,-14.5381,-13.2676,-13.3618,-13.7557,-16.6576,-13.7379,-17.5332,-19.6859,-14.4648
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-16.1584,-21.8787,-21.1503,-17.0909,-11.4475,-16.6228,-15.245,-15.3715,-15.9503,-19.654,-16.1774,-21.8803,-21.1233,-16.9792
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-17.1476,-23.8143,-23.2421,-18.2497,-13.1608,-17.8216,-16.0699,-16.2568,-17.2575,-21.1225,-17.1703,-23.8106,-23.2419,-18.1508
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-17.5632,-25.3953,-24.328,-18.815,-13.5715,-18.2198,-17.0724,-17.1846,-17.84,-21.2972,-17.5864,-25.4016,-24.3219,-18.6784
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-17.8716,-25.0595,-24.2887,-19.0433,-13.5662,-18.5154,-17.1206,-17.3176,-18.0531,-21.2935,-17.8947,-25.0694,-24.2843,-18.8975
AI,A1,Crosswalk_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-20.8516,-25.0404,-23.8892,-21.4598,-17.8774,-21.5268,-21.0317,-21.0431,-21.0012,-22.9779,-20.8751,-25.0475,-23.8889,-21.4186
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,-0.18,-1.5586,-1.7733,-0.3858,-0.4921,-0.2508,-3.0887,-2.8863,-0.5194,-0.894,-0.1799,-1.557,-1.7728,-0.4428
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.0115,-3.1294,-3.3476,-0.409,0.1649,0.0937,1.5181,0.2198,-0.2867,-1.6369,0.0131,-3.1296,-3.348,-0.4881
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-6.1334,-11.2839,-11.2505,-6.7728,-5.0217,-5.8867,-8.8866,-8.3447,-5.8801,-8.4585,-6.1272,-11.2867,-11.2495,-6.8753
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-8.2015,-14.2337,-14.3459,-8.9631,-5.9711,-7.6063,-9.4383,-9.1587,-7.951,-11.0143,-8.1951,-14.2363,-14.3338,-9.0571
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-11.3158,-21.5383,-20.7888,-12.5751,-7.8062,-10.6264,-12.8043,-12.1158,-11.0238,-15.2792,-11.3109,-21.5421,-20.774,-12.7236
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-12.2131,-29.7284,-24.4066,-14.1713,-8.4569,-11.3411,-14.0731,-13.3411,-12.263,-18.7534,-12.2079,-29.7281,-24.3966,-14.3704
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-14.0417,-30.1869,-24.8373,-15.8096,-10.464,-13.3076,-15.9399,-15.1932,-14.0319,-20.1657,-14.0357,-30.1844,-24.8232,-16.003
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-14.6578,-33.6503,-28.3445,-16.8311,-10.7815,-13.805,-17.0381,-16.2372,-14.7165,-22.4649,-14.6521,-33.6469,-28.33,-17.0218
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-14.868,-34.386,-28.7958,-17.0969,-10.8839,-13.9331,-17.1978,-16.3778,-14.9543,-22.9035,-14.8637,-34.3807,-28.7762,-17.2876
AI,A1,FoodMarket2_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-17.8662,-33.9103,-28.5842,-19.6155,-15.14,-16.8476,-20.1658,-19.4474,-17.7432,-24.2578,-17.8619,-33.9048,-28.5732,-19.7923
AI,A1,Neon1224_3840x2160_2997fps.y4m,libaom-v3.12.0-constrained,-0.0672,0.3113,0.2663,-0.015,-0.2391,-0.3603,-3.5805,-4.9984,0.2218,-0.3605,-0.0738,0.323,0.2865,-0.004
AI,A1,Neon1224_3840x2160_2997fps.y4m,libaom-v3.12.0-unconstrained,0.148,-1.3433,-1.0694,-0.0262,-0.073,-0.0674,0.8722,0.34,-0.0985,-1.165,0.153,-1.3408,-1.0423,-0.0865
AI,A1,Neon1224_3840x2160_2997fps.y4m,v2.0.0,-4.7772,-5.7157,-3.8969,-4.7806,-4.5891,-4.7739,-6.3161,-6.6136,-4.6366,-6.8761,-4.7654,-5.6884,-3.8261,-4.7266
AI,A1,Neon1224_3840x2160_2997fps.y4m,v3.0.0,-7.6161,-6.4946,-4.0134,-7.3136,-6.408,-7.3751,-8.7963,-9.3193,-7.1071,-9.6671,-7.6,-6.432,-3.8216,-7.0926
AI,A1,Neon1224_3840x2160_2997fps.y4m,v4.0.0,-10.6616,-13.6226,-11.8961,-10.9447,-9.146,-10.5893,-13.5086,-13.4129,-10.7136,-14.0528,-10.6404,-13.5874,-11.7357,-10.968
AI,A1,Neon1224_3840x2160_2997fps.y4m,v5.0.0,-11.9348,-15.2981,-13.4026,-12.2612,-10.1047,-11.5665,-15.5644,-15.2258,-11.9415,-15.3988,-11.9168,-15.2609,-13.2599,-12.2998
AI,A1,Neon1224_3840x2160_2997fps.y4m,v6.0.0,-13.014,-16.5176,-14.7471,-13.3648,-11.7215,-13.0351,-16.9002,-16.602,-13.2675,-16.8934,-12.9948,-16.4743,-14.6203,-13.4141
AI,A1,Neon1224_3840x2160_2997fps.y4m,v7.0.0,-14.0239,-17.778,-15.9815,-14.4051,-12.6748,-14.0555,-18.5733,-18.155,-14.3295,-17.7276,-14.0026,-17.7459,-15.8142,-14.4644
AI,A1,Neon1224_3840x2160_2997fps.y4m,v8.0.0,-14.4288,-18.4007,-16.87,-14.8555,-12.7088,-14.2787,-19.2032,-18.7382,-14.7145,-18.1765,-14.4049,-18.3693,-16.6939,-14.9341
AI,A1,Neon1224_3840x2160_2997fps.y4m,v9.0.0,-16.4038,-17.7967,-16.2304,-16.4896,-15.0258,-15.8472,-21.5964,-21.1065,-16.4127,-18.2235,-16.3801,-17.7602,-16.0291,-16.4329
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,libaom-v3.12.0-constrained,-0.1082,-0.2396,-0.9515,-0.1262,-0.5841,-0.0695,-2.0158,-1.2957,-0.2682,-0.1486,-0.1083,-0.238,-0.9518,-0.0806
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,libaom-v3.12.0-unconstrained,0.3807,0.1612,-3.4753,0.2306,0.1454,0.5173,0.0001,-0.0616,0.2729,-0.28,0.3805,0.164,-3.4717,0.1986
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v2.0.0,-2.5695,-9.0648,-23.0173,-3.7784,-2.9153,-2.8753,-2.5981,-2.8298,-3.2331,-9.2558,-2.5691,-9.0568,-23.0168,-4.3856
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v3.0.0,-5.5116,-12.8584,-24.7858,-6.685,-4.6294,-5.097,-9.4481,-9.0334,-5.8413,-12.9935,-5.5103,-12.8491,-24.7871,-7.3942
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v4.0.0,-9.7059,-23.5167,-38.1931,-11.676,-7.6831,-9.0996,-12.1344,-11.5191,-10.3327,-18.2189,-9.705,-23.5135,-38.1928,-13.3357
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v5.0.0,-10.7737,-38.9189,-45.2858,-13.8838,-8.6933,-9.9641,-13.3271,-12.7188,-12.2228,-23.2582,-10.7743,-38.926,-45.2909,-17.2783
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v6.0.0,-14.4674,-41.9415,-45.2465,-17.3395,-12.4157,-13.7187,-16.4744,-15.9753,-16.0462,-27.1942,-14.4674,-41.9469,-45.2541,-20.5106
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v7.0.0,-15.8583,-43.6919,-46.5343,-18.7554,-13.8392,-15.123,-18.5081,-17.9361,-17.4539,-29.4576,-15.858,-43.6904,-46.5373,-21.9532
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v8.0.0,-16.4274,-44.4947,-46.8235,-19.3272,-14.3078,-15.671,-18.7597,-18.2117,-18.1172,-30.1888,-16.4276,-44.4934,-46.8294,-22.5411
AI,A1,NocturneDance_3840x2160p_10bit_60fps.y4m,v9.0.0,-18.5046,-44.8519,-48.209,-21.2826,-16.5443,-17.63,-21.5142,-20.962,-20.0209,-31.2944,-18.5043,-44.8498,-48.2184,-24.1069
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,libaom-v3.12.0-constrained,-0.4369,-0.5887,0.064,-0.3759,-0.6577,-0.542,-2.495,-10.4233,-1.1386,-0.235,-0.4341,-0.5962,0.0526,-0.2696
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,libaom-v3.12.0-unconstrained,0.2551,-1.9153,-1.7611,0.0349,-0.0317,0.1988,1.0162,0.6875,-0.1182,-1.2208,0.2601,-1.9056,-1.7552,-0.1534
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v2.0.0,-3.2647,-8.276,-11.1262,-3.9899,-3.3299,-3.422,-3.4031,-3.7324,-3.5162,-7.6982,-3.2647,-8.2718,-11.128,-4.4941
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v3.0.0,-5.1163,-9.7498,-12.7642,-5.7777,-4.7273,-4.8473,-5.1124,-5.3194,-4.9149,-10.1409,-5.1083,-9.7288,-12.7722,-6.2657
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v4.0.0,-8.9334,-18.394,-23.892,-10.2709,-7.7322,-8.6166,-8.7864,-8.6961,-9.01,-16.3269,-8.9277,-18.393,-23.9033,-11.3936
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v5.0.0,-10.4523,-21.2647,-26.8956,-11.9589,-9.1633,-10.037,-10.5464,-10.4062,-10.5398,-18.8252,-10.4489,-21.2586,-26.9067,-13.2329
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v6.0.0,-11.6457,-23.1698,-28.3615,-13.2128,-10.154,-11.2322,-11.4038,-11.3241,-11.7243,-20.9295,-11.639,-23.1756,-28.3874,-14.4964
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v7.0.0,-12.5641,-24.3268,-27.248,-14.0416,-10.8517,-12.1968,-12.9794,-12.7247,-12.5601,-21.6876,-12.5541,-24.3354,-27.2662,-15.2217
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v8.0.0,-13.3487,-24.7452,-28.5599,-14.8303,-11.2661,-12.9266,-13.745,-13.5476,-13.2939,-22.4513,-13.3381,-24.7491,-28.5818,-16.057
AI,A1,PierSeaSide_3840x2160_2997fps_10bit_420_v2.y4m,v9.0.0,-15.4742,-24.0108,-29.1419,-16.702,-13.1835,-14.4869,-15.964,-15.6853,-15.2256,-22.9136,-15.4743,-24.0083,-29.1682,-17.6766
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,8.4163,-4.024,-2.0379,7.9186,-0.4574,3.8946,-17.5705,-12.2852,3.0705,5.5659,8.4117,-4.0241,-2.0123,8.1986
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,2.435,-5.1886,-3.4684,1.4609,0.0825,1.638,-0.7484,-0.6343,0.7297,-0.5085,2.4341,-5.1884,-3.4636,1.6984
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-6.8928,-11.2675,-8.6008,-7.4653,-5.9448,-6.3816,-8.7073,-8.1467,-6.3374,-8.4685,-6.8927,-11.2589,-8.6055,-7.2335
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-10.501,-17.3456,-12.8783,-11.3055,-8.1129,-9.5505,-10.4064,-10.191,-9.702,-13.2861,-10.5011,-17.3386,-12.8841,-11.0766
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-13.6256,-25.1148,-21.6798,-15.2799,-10.9414,-12.7965,-14.0941,-13.3723,-13.3438,-18.4919,-13.6252,-25.1054,-21.692,-14.892
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-15.1158,-26.7198,-22.7099,-16.7425,-12.1943,-13.9781,-15.9742,-15.2112,-14.6435,-19.7126,-15.1155,-26.7114,-22.7172,-16.3029
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-16.4015,-27.8868,-23.9066,-18.0047,-14.008,-15.4588,-17.5227,-16.7581,-16.0581,-20.8685,-16.4015,-27.8793,-23.9094,-17.5539
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-17.604,-35.5266,-28.2694,-19.9756,-14.8337,-16.4037,-19.4713,-18.515,-17.4286,-24.3716,-17.6036,-35.5131,-28.2777,-19.3724
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-17.9973,-36.4543,-30.0665,-20.534,-14.9263,-16.6585,-19.8166,-18.8573,-17.9041,-25.303,-17.9969,-36.4424,-30.0731,-19.9103
AI,A1,Tango_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-20.7901,-36.4509,-28.9931,-22.7378,-18.079,-19.7241,-22.4766,-21.7256,-20.7084,-26.2786,-20.7901,-36.4369,-29.0013,-22.2546
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-constrained,0.04,-2.0026,-1.9746,-0.1843,-0.7326,-0.2283,-1.9488,-2.0277,-0.8686,-1.1372,0.0537,-2.0051,-1.9603,-0.1873
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,-0.0216,-2.3773,-3.0931,-0.3055,0.2186,0.2414,-0.2883,-0.3796,-0.2655,-1.6353,-0.0235,-2.3599,-3.0941,-0.2697
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v2.0.0,-3.137,-18.5855,-23.0188,-5.2242,-2.5811,-2.6292,-3.7377,-3.691,-3.5349,-10.6693,-3.1162,-18.673,-22.8822,-4.6892
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v3.0.0,-4.6481,-20.3231,-25.9749,-6.8347,-3.0256,-3.6756,-4.7539,-4.8307,-4.7677,-12.9288,-4.6282,-20.4078,-25.9721,-6.2486
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v4.0.0,-7.6366,-26.0981,-32.4312,-10.2194,-4.7243,-6.208,-9.0259,-8.3643,-7.4417,-17.134,-7.6095,-26.1599,-32.5175,-9.5796
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v5.0.0,-9.4981,-37.2215,-38.3767,-13.0001,-6.4815,-7.7461,-11.5301,-10.7913,-9.3924,-22.6249,-9.4699,-37.3073,-38.4184,-12.1715
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v6.0.0,-10.9266,-39.2557,-39.4359,-14.445,-8.2573,-9.4548,-12.8633,-12.1796,-10.9265,-24.2122,-10.8983,-39.3315,-39.4802,-13.6141
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v7.0.0,-11.9141,-42.7768,-41.9262,-15.735,-8.7584,-10.1977,-13.8902,-13.3116,-11.8263,-26.6345,-11.8865,-42.8592,-41.9772,-14.8303
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v8.0.0,-13.1967,-43.9966,-42.7932,-16.9961,-9.7498,-11.3672,-15.2275,-14.6744,-13.021,-27.8125,-13.1724,-44.0761,-42.8417,-16.109
AI,A1,TimeLapse_3840x2160_5994fps_10bit_420.y4m,v9.0.0,-15.789,-43.1971,-43.3369,-19.223,-13.3428,-14.0857,-18.4388,-17.9668,-15.7448,-28.7469,-15.771,-43.2778,-43.4091,-18.4054
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-constrained,0.0252,-0.5585,-0.3287,-0.004,0.1528,-0.0156,-1.6645,-1.1697,-0.2276,-0.1831,-0.0071,-0.5576,-0.3347,0.0116
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.4705,-3.1165,-2.7812,0.2257,0.557,0.4683,0.3758,0.0504,0.2946,-0.6275,0.4515,-3.1215,-2.7862,0.2616
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v2.0.0,-3.3091,-7.8658,-13.0855,-3.8851,-2.7278,-3.0848,-3.7306,-3.8196,-2.7108,-5.3178,-3.3192,-7.8744,-13.1269,-3.8271
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v3.0.0,-5.1623,-12.7372,-19.7516,-6.0655,-3.6849,-4.4789,-5.5276,-5.299,-4.2282,-8.7237,-5.1765,-12.742,-19.7814,-5.8699
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v4.0.0,-7.3061,-17.137,-26.5166,-8.5078,-5.2008,-6.4061,-7.795,-7.4093,-6.0825,-11.3068,-7.3207,-17.1448,-26.5472,-8.3633
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v5.0.0,-7.8757,-21.1284,-33.9126,-9.5678,-5.5378,-6.8009,-8.3108,-7.9517,-6.7913,-13.1879,-7.8903,-21.1403,-33.95,-9.4205
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v6.0.0,-9.4211,-23.0766,-38.2864,-11.3219,-7.5049,-8.5514,-10.4925,-10.2187,-8.4635,-14.9424,-9.4281,-23.0928,-38.3245,-11.0818
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v7.0.0,-10.0203,-26.2325,-41.9341,-12.2009,-7.8006,-8.939,-11.2939,-10.9002,-8.9692,-16.2779,-10.0262,-26.2482,-41.9696,-11.885
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v8.0.0,-10.269,-27.11,-41.7254,-12.4711,-8.0282,-9.1503,-11.9539,-11.5966,-9.1696,-16.7001,-10.2681,-27.1257,-41.7658,-12.1375
AI,A2,Aerial3200_1920x1080_5994_10bit_420.y4m,v9.0.0,-12.7916,-28.3811,-43.5145,-14.924,-11.3254,-11.9115,-14.6315,-14.4115,-12.196,-18.6974,-12.7743,-28.403,-43.5521,-14.4594
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-constrained,0.1142,-0.5681,-1.2289,0.0584,0.3208,0.044,-4.8845,-6.0323,-0.2499,0.1944,0.1142,-0.5684,-1.2285,0.1085
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,libaom-v3.12.0-unconstrained,0.3906,-3.0098,-2.7401,0.1396,0.2541,0.0761,1.3352,0.2765,0.1838,-0.6766,0.3906,-3.0032,-2.7401,0.1979
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v2.0.0,-4.1287,-15.8949,-15.3521,-5.1677,-4.0158,-4.7984,-4.1084,-4.0355,-3.0169,-9.2445,-4.1276,-15.8964,-15.3514,-5.1931
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v3.0.0,-6.862,-17.0155,-16.339,-7.742,-5.2105,-6.4357,-6.4695,-6.1629,-5.4755,-11.6022,-6.8617,-17.0163,-16.3382,-7.8037
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v4.0.0,-9.1866,-29.9264,-28.3703,-11.0865,-7.1991,-8.6588,-8.4951,-8.0561,-8.0615,-17.3872,-9.1863,-29.927,-28.3654,-11.0566
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v5.0.0,-9.7047,-32.6438,-34.6385,-12.074,-7.455,-8.9118,-9.104,-8.6385,-8.7443,-18.8373,-9.7047,-32.6404,-34.633,-12.0343
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v6.0.0,-11.4368,-33.9232,-35.3622,-13.7354,-9.722,-11.0772,-10.8982,-10.471,-10.8459,-20.5482,-11.4367,-33.9203,-35.3549,-13.7348
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v7.0.0,-11.8236,-36.6884,-37.5764,-14.3741,-9.9654,-11.344,-11.4897,-11.0793,-11.1788,-21.8221,-11.8234,-36.6857,-37.57,-14.3087
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v8.0.0,-11.9495,-37.9382,-39.6675,-14.6874,-10.0304,-11.4444,-11.477,-11.0671,-11.4144,-22.2625,-11.9494,-37.936,-39.6639,-14.5699
AI,A2,Boat_1920x1080_5994_10bit_420.y4m,v9.0.0,-14.5135,-37.8815,-39.304,-16.9571,-12.8523,-13.8062,-15.4723,-15.1296,-14.3032,-24.1563,-14.5133,-37.8809,-39.3012,-16.8957
AI,A2,CrowdRun_1920x1080p50.y4m,libaom-v3.12.0-constrained,1.2153,0.2571,0.4502,1.1419,1.4631,1.8074,-6.3361,0.4994,5.1658,1.2081,1.2147,0.2569,0.4497,1.0974
AI,A2,CrowdRun_1920x1080p50.y4m,libaom-v3.12.0-unconstrained,1.1052,-1.3352,-1.0167,0.9013,0.9508,1.0581,0.0898,1.0144,1.9758,0.3148,1.1053,-1.3361,-1.0148,0.8303
AI,A2,CrowdRun_1920x1080p50.y4m,v2.0.0,-1.7879,-7.6627,-8.2209,-2.3412,-2.5366,-2.5171,-1.8418,-1.9428,-0.8316,-4.7367,-1.7871,-7.6654,-8.2209,-2.4666
AI,A2,CrowdRun_1920x1080p50.y4m,v3.0.0,-3.8948,-11.5313,-9.5995,-4.508,-3.5926,-3.897,-3.5019,-2.9362,-2.1962,-8.2635,-3.8948,-11.5336,-9.5997,-4.5794
AI,A2,CrowdRun_1920x1080p50.y4m,v4.0.0,-6.1711,-16.527,-16.0697,-7.1049,-5.5863,-6.1076,-5.7443,-5.1149,-4.4028,-11.3679,-6.1714,-16.5288,-16.0685,-7.3273
AI,A2,CrowdRun_1920x1080p50.y4m,v5.0.0,-6.9597,-20.4362,-23.0519,-8.3534,-6.0892,-6.6397,-6.8343,-6.1698,-5.3445,-13.6932,-6.9598,-20.438,-23.0486,-8.7805
AI,A2,CrowdRun_1920x1080p50.y4m,v6.0.0,-8.3223,-22.0098,-24.8545,-9.7497,-7.674,-7.9992,-8.0077,-7.3741,-8.1181,-15.8216,-8.3217,-22.011,-24.8532,-10.2323
AI,A2,CrowdRun_1920x1080p50.y4m,v7.0.0,-8.7357,-23.3797,-25.1056,-10.2112,-7.9541,-8.3125,-8.5592,-7.9247,-8.538,-16.7666,-8.7348,-23.3809,-25.1039,-10.7345
AI,A2,CrowdRun_1920x1080p50.y4m,v8.0.0,-9.0249,-23.7519,-25.263,-10.4997,-8.384,-8.8151,-8.9569,-8.3465,-8.8633,-17.2143,-9.0243,-23.7523,-25.2621,-11.0399
AI,A2,CrowdRun_1920x1080p50.y4m,v9.0.0,-10.9823,-24.3933,-24.8477,-12.267,-10.3891,-10.6202,-11.6775,-11.3835,-10.9993,-18.5732,-10.9816,-24.3936,-24.8448,-12.6752
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,libaom-v3.12.0-constrained,-0.9584,12.0158,22.5696,0.0705,-2.8158,-4.7252,18.2442,16.9256,-3.5019,3.1978,-0.9609,12.0202,22.5652,-0.2116
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,libaom-v3.12.0-unconstrained,1.4018,9.0064,6.355,1.8628,-1.3067,-0.9902,2.4848,2.2366,-1.1243,4.688,1.4007,9.0071,6.3364,1.7946
AI,A2,DinnerSceneCropped_1920x1080_2997fps_10bit_420.y4m,v2.0.0,-1.9273,-1.5139,-4.4101,-2.2113,-2.4623,-2.5907,-3.8462,-3.9761,-2.6755,-0.3525,-1.9287,-1.516,-4.4822,-2.2407
